1317 1014 83 2 2
1013	82
1012	81
1011	80
1010	79
1009	78
1008	80
1007	77
1007	76
1007	75
1007	74
1007	73
1007	72
1006	73
1005	71
1004	82
1003	70
1002	69
1001	68
1000	67
999	66
998	65
997	64
996	63
995	62
994	61
993	60
993	59
992	75
991	58
990	62
989	57
988	79
987	82
986	56
985	58
984	77
984	76
984	75
984	74
984	58
983	55
983	54
983	58
982	53
982	65
982	52
981	71
980	51
979	75
978	68
977	50
976	76
976	75
976	74
975	49
974	71
973	48
972	70
971	79
970	55
970	58
969	47
968	46
967	75
967	74
966	50
965	45
964	76
964	44
963	43
962	42
961	41
960	40
959	57
959	51
958	39
957	38
956	37
956	36
956	44
955	71
954	50
953	35
952	65
951	67
950	51
949	50
948	63
947	34
946	39
945	78
944	33
943	49
943	58
942	61
941	65
941	52
941	58
940	40
939	54
938	41
937	71
937	58
936	42
935	43
935	32
934	75
934	73
933	41
932	71
931	76
931	71
931	58
931	72
931	31
930	62
929	46
928	37
927	39
926	39
925	30
924	58
923	29
923	28
922	49
921	50
920	27
920	58
919	39
918	50
917	26
916	71
915	58
915	65
914	29
913	34
912	40
911	45
910	40
909	71
908	66
907	78
906	75
905	45
904	25
903	81
902	24
901	25
900	81
899	82
898	50
897	41
896	45
895	23
894	62
893	49
892	82
891	78
890	71
889	56
888	58
887	68
886	68
885	70
884	47
884	58
883	63
882	50
881	38
880	45
879	80
878	32
877	58
876	29
875	78
874	67
874	64
873	70
872	42
871	29
870	22
869	36
868	76
867	42
866	43
865	33
864	28
863	45
863	21
862	42
861	56
860	70
859	49
858	49
857	22
856	45
855	21
854	29
853	24
852	51
851	50
850	50
849	77
849	35
849	37
849	36
849	44
849	55
849	58
849	72
849	31
848	42
847	42
846	57
845	27
844	71
843	42
842	29
841	78
840	71
839	50
838	56
837	78
836	78
835	78
834	28
833	27
832	78
831	79
830	40
829	37
828	51
828	33
827	37
826	57
825	82
824	41
823	20
822	71
821	28
820	75
820	74
819	58
818	50
817	78
816	29
815	19
815	41
814	59
814	18
814	71
814	58
813	42
812	64
811	42
810	51
810	17
809	16
808	80
807	78
806	68
805	82
804	28
803	68
802	42
801	78
800	71
799	50
798	49
797	50
796	50
795	71
794	62
793	40
792	40
791	49
790	24
789	54
788	78
787	51
786	16
786	52
785	74
784	82
783	42
782	79
782	51
782	58
781	51
780	50
779	78
778	69
777	35
777	19
777	71
777	57
777	58
776	16
775	69
774	42
773	28
772	17
771	40
770	27
769	23
768	78
768	65
767	34
766	78
765	68
765	53
765	65
765	52
764	51
763	71
762	49
761	41
760	57
759	65
758	54
757	78
756	50
755	78
754	33
753	78
752	81
751	78
750	27
749	80
748	56
747	58
746	57
746	50
745	25
744	27
743	33
742	69
741	33
741	58
740	81
739	41
738	56
737	78
736	68
735	50
734	76
733	65
732	50
731	28
730	50
729	15
728	53
728	51
727	78
727	23
726	54
725	55
724	34
723	61
723	56
722	50
721	41
720	77
720	18
720	74
720	71
720	25
719	78
718	45
717	78
716	66
715	45
714	82
713	14
712	51
711	13
710	16
709	81
708	63
707	18
707	55
706	58
705	63
704	68
704	55
704	58
703	42
702	30
701	68
700	78
699	76
698	81
697	71
696	42
695	71
695	58
694	54
693	50
692	17
691	45
690	78
689	36
689	78
688	12
687	45
686	11
685	23
684	56
683	23
682	51
681	23
680	36
679	55
679	41
679	58
678	71
677	71
676	18
676	10
675	19
675	58
674	67
673	41
672	23
671	50
670	68
669	34
668	16
668	56
667	42
666	16
665	66
665	50
665	58
664	40
663	9
663	55
663	58
662	79
661	58
660	79
659	54
658	78
657	8
656	11
655	50
654	49
653	53
653	81
652	33
651	27
651	56
650	29
650	28
649	43
648	78
647	17
646	82
645	73
644	35
643	18
643	71
642	24
642	58
641	71
640	76
640	35
640	37
640	36
640	44
640	55
640	58
640	72
640	31
639	42
638	71
637	34
636	24
635	27
635	81
635	58
634	65
633	25
632	82
631	49
630	39
629	68
628	71
627	49
626	73
625	68
624	42
623	19
623	41
622	49
622	58
621	71
620	80
619	27
618	41
617	49
616	25
615	42
614	71
613	71
612	71
611	71
610	71
609	71
608	71
607	71
606	18
606	36
606	74
606	71
606	58
606	72
606	31
605	67
604	82
603	75
602	68
601	75
600	41
599	60
598	51
597	74
596	53
596	81
595	38
594	74
593	60
593	59
593	56
592	53
591	71
590	33
590	58
589	71
589	25
588	75
588	74
587	68
586	69
585	65
585	52
584	63
583	45
582	58
581	7
580	44
579	58
578	65
577	49
576	14
575	63
574	23
573	15
572	45
571	68
570	45
569	78
568	44
568	58
567	82
566	51
565	62
564	80
563	32
563	62
562	71
561	71
560	24
559	6
558	18
557	80
556	67
555	12
554	80
553	79
553	58
552	76
551	50
550	66
549	71
548	75
547	17
546	64
546	67
545	38
544	57
543	77
543	76
543	35
543	37
543	44
543	58
543	72
542	12
541	76
541	35
541	37
540	67
539	49
538	76
538	18
537	71
536	38
535	75
534	57
533	12
532	24
531	5
530	65
530	58
529	41
529	58
528	28
527	46
526	58
525	49
524	45
523	42
522	76
522	37
522	55
522	54
521	81
520	12
519	55
519	58
518	49
517	39
516	8
515	71
514	4
513	71
513	58
512	71
511	58
510	70
509	78
508	50
507	29
506	29
505	54
504	11
503	69
502	71
502	18
501	69
500	50
499	71
498	69
497	71
497	58
496	25
495	50
494	78
493	51
492	38
491	77
491	7
491	68
491	55
491	54
491	58
490	30
489	55
488	79
487	58
486	78
485	27
484	68
484	3
483	46
482	65
482	52
481	78
480	78
479	33
478	23
477	42
476	78
475	43
474	78
473	38
472	24
471	78
470	58
470	62
469	40
468	65
468	52
467	29
466	57
465	69
464	42
463	75
463	74
463	73
462	34
461	28
460	17
459	78
458	69
457	50
456	77
456	71
455	57
454	25
453	8
452	42
451	5
451	60
451	59
451	61
451	67
450	45
449	46
449	54
448	49
447	63
446	42
445	50
444	46
443	30
442	78
441	5
441	59
440	24
440	58
439	76
439	71
438	50
437	43
436	71
435	56
434	51
433	43
432	42
431	71
431	58
431	31
430	71
429	77
429	37
429	44
429	55
429	54
429	58
428	34
427	63
426	65
426	52
425	18
425	71
425	58
425	72
425	31
424	56
424	51
424	81
424	17
424	58
423	29
423	28
422	49
421	58
420	80
419	54
418	19
418	8
417	57
416	82
415	71
414	69
413	57
412	50
411	57
410	78
409	50
408	68
407	82
406	81
405	25
404	15
403	27
402	63
401	76
401	71
401	58
400	78
399	50
398	15
397	65
396	15
395	78
394	78
393	56
392	68
391	54
390	43
389	82
388	18
388	71
388	58
387	44
386	65
386	52
386	58
385	29
384	27
383	68
382	50
381	14
380	15
379	78
378	57
377	39
376	39
375	39
374	4
373	30
372	38
371	57
370	69
369	39
368	71
368	58
367	49
366	39
365	68
364	49
363	36
363	74
363	71
362	29
361	12
360	2
360	25
359	49
358	71
357	76
357	37
357	55
357	54
356	41
355	63
354	29
353	15
352	33
352	8
351	50
350	29
349	7
348	38
347	29
346	50
345	58
344	78
343	71
342	71
341	57
340	36
340	71
340	58
339	24
338	78
337	77
337	75
337	74
336	71
335	54
334	43
334	14
333	63
332	24
332	58
331	51
330	42
329	71
328	35
327	50
326	78
325	41
324	78
323	79
322	58
321	69
320	56
319	74
318	33
317	1
316	24
315	66
314	14
313	77
313	18
313	71
313	58
313	72
313	31
312	39
311	24
310	50
309	39
308	35
308	37
308	36
308	58
307	30
306	29
305	12
304	58
303	71
302	28
301	78
300	62
299	19
299	41
298	78
297	68
296	49
296	58
295	77
295	45
295	51
294	41
293	19
293	41
292	54
291	29
290	49
289	36
288	35
288	37
287	46
286	35
286	37
285	37
285	58
284	58
283	68
283	56
282	27
281	81
280	37
279	71
279	58
278	71
277	71
276	50
275	65
274	25
273	56
272	69
272	67
271	62
270	35
270	37
269	55
269	54
268	7
267	34
266	76
266	35
266	37
266	44
266	55
266	54
266	58
266	72
266	31
265	79
265	61
264	69
263	80
262	68
261	39
260	43
259	63
258	54
257	49
256	76
255	57
255	10
255	58
255	72
254	68
254	35
254	19
254	57
254	10
254	58
254	72
253	18
253	71
252	71
252	58
251	51
250	51
249	66
248	58
247	12
246	79
245	78
244	37
243	79
242	29
242	28
241	34
240	50
239	38
238	61
238	23
237	54
236	27
235	53
234	78
233	53
232	77
232	76
232	74
232	73
231	56
231	52
230	25
229	77
229	54
228	39
227	51
226	78
225	79
224	57
223	51
222	63
221	12
220	71
219	81
218	56
217	68
216	81
215	12
214	34
213	39
212	78
211	78
210	27
209	71
208	50
207	67
206	63
205	51
205	33
205	17
204	65
204	52
204	58
203	39
202	69
201	68
200	71
199	65
198	66
197	50
196	37
195	71
194	58
193	68
192	37
192	55
192	54
191	42
190	71
189	46
188	29
187	51
186	78
185	40
184	80
183	79
183	62
182	1
181	56
181	81
180	75
179	42
178	0
177	16
177	40
176	42
175	42
174	40
173	78
172	35
172	19
172	57
172	10
171	78
170	42
169	50
168	55
168	54
167	78
166	39
165	50
164	4
163	23
162	12
161	80
160	80
159	56
158	64
157	71
156	34
155	75
155	73
154	75
154	74
153	78
152	78
151	29
150	57
149	57
149	10
148	57
147	71
146	58
145	51
144	64
143	18
142	45
141	64
140	49
139	28
138	30
138	68
137	50
136	80
135	53
134	50
133	38
132	73
131	82
131	81
130	27
129	77
129	59
129	0
129	9
129	10
129	58
129	72
129	31
128	42
127	40
126	68
125	77
125	71
124	51
123	39
122	24
121	62
120	58
119	78
118	71
117	82
116	18
115	48
114	41
113	57
113	50
112	71
111	39
111	50
110	18
110	49
109	28
108	41
108	58
107	79
106	73
105	42
104	12
103	56
102	58
101	50
100	41
99	65
98	80
97	45
96	65
95	49
94	42
93	41
92	68
91	63
90	78
89	37
89	55
89	54
88	39
87	49
86	57
86	50
85	45
85	35
85	58
84	29
84	28
83	42
82	49
81	38
80	78
79	44
78	12
77	80
76	68
75	43
74	39
73	18
73	49
73	58
72	68
71	75
70	33
69	39
68	4
67	40
66	71
66	58
66	31
65	63
64	71
63	45
62	50
61	41
60	63
59	67
58	41
57	29
56	33
55	19
55	41
54	78
53	78
52	82
51	51
50	16
49	41
48	4
47	49
46	39
45	78
44	71
44	58
43	80
42	34
41	1
40	57
39	1
38	81
37	1
36	50
35	41
34	0
33	80
32	22
31	1
30	24
29	42
28	35
28	75
28	0
28	62
27	27
26	78
25	62
24	65
23	76
23	71
23	58
22	79
21	51
20	81
19	69
18	50
17	79
16	42
15	62
14	38
13	81
12	42
11	57
10	39
9	58
8	58
7	77
7	76
7	59
7	18
7	71
7	10
7	58
7	72
7	31
6	18
6	74
6	71
6	58
5	57
4	28
3	78
2	50
1	65
0	68
