1592 888 442 2 2
887	441
886	440
885	439
885	438
884	437
883	436
882	435
882	434
881	433
880	432
879	431
879	430
878	429
878	428
878	427
878	426
878	425
878	424
877	423
876	429
876	428
876	427
876	426
876	425
876	424
875	422
874	421
873	420
872	419
872	418
871	417
871	416
870	415
869	414
868	413
867	412
866	411
865	429
865	428
865	427
865	426
865	425
865	424
864	410
863	409
862	408
861	407
860	421
860	406
860	405
860	404
860	403
860	402
859	436
859	420
858	401
858	400
857	399
856	398
856	397
855	431
855	430
854	396
853	419
853	395
852	394
851	393
851	392
851	391
851	390
851	389
851	388
851	387
851	386
850	385
849	384
848	383
847	382
847	381
846	411
846	436
845	380
845	379
844	378
844	377
843	433
843	376
842	375
841	380
841	379
840	411
840	374
839	373
838	381
837	372
836	384
835	412
834	371
833	370
833	369
833	368
832	397
831	367
830	366
829	431
829	365
829	364
828	374
827	363
826	436
825	362
824	361
824	360
823	359
822	430
822	358
822	357
821	356
820	435
820	434
819	355
818	436
817	380
816	354
815	353
814	370
814	369
814	352
814	351
814	350
813	355
812	349
811	355
810	348
809	435
809	434
808	417
807	347
806	419
806	418
805	346
804	433
804	345
804	344
804	343
804	342
803	437
803	341
802	340
801	339
800	411
800	374
799	370
799	369
799	352
799	351
799	338
799	355
798	433
798	345
798	344
798	343
798	342
797	370
796	337
796	336
795	335
795	339
794	419
794	395
793	411
793	334
793	333
793	332
793	331
793	330
793	380
792	436
791	329
790	370
789	328
788	327
787	326
786	325
785	370
785	353
784	436
784	420
783	420
782	359
781	324
781	323
780	322
780	321
779	320
779	319
778	318
777	318
776	436
776	420
775	374
774	433
774	317
773	435
773	434
772	430
771	355
770	355
769	370
769	355
768	395
767	316
767	315
766	401
766	340
765	314
765	412
764	380
764	313
763	430
763	312
762	439
761	439
760	311
759	314
759	412
758	430
757	310
757	309
756	308
756	307
755	306
754	308
754	307
753	305
752	304
751	303
750	302
749	346
748	370
748	369
748	353
747	339
746	301
745	300
744	370
744	355
743	401
742	299
741	434
740	436
740	420
739	411
739	436
738	434
737	354
736	298
735	355
734	297
733	296
732	370
732	368
731	439
730	295
730	315
729	421
728	294
728	293
728	292
728	291
728	313
727	375
726	433
726	345
726	344
726	343
726	342
725	290
724	355
723	430
723	357
722	432
721	431
721	430
720	315
719	289
718	288
717	287
717	286
717	434
716	309
715	329
714	285
713	378
712	335
712	365
712	355
711	373
710	284
709	353
708	379
707	283
706	355
705	370
704	439
703	419
702	419
701	282
701	281
701	280
701	279
700	278
700	277
699	276
698	290
697	275
697	274
697	379
696	439
695	374
694	273
693	421
693	439
692	272
692	365
692	271
692	270
692	269
692	357
691	367
691	268
690	431
690	267
690	266
690	291
690	265
690	264
690	263
690	274
690	262
690	379
689	261
689	266
689	412
688	260
687	290
686	289
685	370
685	369
685	352
685	351
685	350
684	370
684	369
684	352
684	355
683	357
682	370
681	259
680	433
680	345
680	344
680	258
680	289
679	370
678	357
677	257
676	256
675	417
